customer_key,customer_name,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,Customer_Segment
11703,Patricia Gonzalez,4527,1,29,2,2,5,Loyal Customers
11710,Tamara Gao,4588,1,29,3,2,5,Loyal Customers
11821,Alex Nelson,4454,1,29,1,2,5,Loyal Customers
11834,Bruce Prasad,4548,1,29,2,2,5,Loyal Customers
12425,Adriana Subram,4736,1,29,4,2,5,At Risk
12446,Andy Carlson,4588,1,29,3,2,5,Loyal Customers
12769,Joshua Garcia,4478,1,29,1,2,5,Loyal Customers
12770,Natasha Dominguez,4771,1,29,5,2,5,At Risk
12963,Sandra Yang,4816,1,29,5,2,5,At Risk
12967,Grant Sharma,4755,1,29,5,2,5,At Risk
13063,Crystal Cai,4627,1,29,3,2,5,Loyal Customers
13096,Julie Andersen,4668,1,29,4,2,5,At Risk
13127,Pedro Mehta,4614,1,29,3,2,5,Loyal Customers
13155,Orlando Ramos,4754,1,29,5,2,5,At Risk
13700,Rebekah Rubio,4500,1,29,1,2,5,Loyal Customers
13716,Kelli Nath,4566,1,29,2,2,5,Loyal Customers
13725,Alfredo Gutierrez,4572,1,29,2,2,5,Loyal Customers
13837,Taylor Robinson,4547,1,29,2,2,5,Loyal Customers
13841,Marco Sai,4499,1,29,1,2,5,Loyal Customers
13852,Leslie Ortega,4653,1,29,3,2,5,Loyal Customers
14571,Robyn Torres,4478,1,29,1,2,5,Loyal Customers
15127,Alexandra Bell,4499,1,29,1,2,5,Loyal Customers
15171,Jeremiah Jenkins,4474,1,29,1,2,5,Loyal Customers
15178,Nicole Simmons,4594,1,29,3,2,5,Loyal Customers
15264,Kaitlyn Collins,4769,1,29,5,2,5,At Risk
15403,Jamie Wagner,4676,1,29,4,2,5,At Risk
15411,Franklin Goel,4652,1,29,3,2,5,Loyal Customers
15528,Oscar Hayes,4635,1,29,3,2,5,Loyal Customers
15552,Noah Moore,4800,1,29,5,2,5,At Risk
15575,Jordan Allen,4530,1,29,2,2,5,Loyal Customers
15577,Kaitlyn Robinson,4693,1,29,4,2,5,At Risk
15587,Alexandra Baker,4647,1,29,3,2,5,Loyal Customers
15600,Allison Reed,4802,1,29,5,2,5,At Risk
15622,Sarah Wood,4570,1,29,2,2,5,Loyal Customers
15692,Tina Suri,4794,1,29,5,2,5,At Risk
15698,Manuel Arun,4722,1,29,4,2,5,At Risk
15799,Jeremiah Garcia,4627,1,29,3,2,5,Loyal Customers
15800,Ryan Russell,4526,1,29,2,2,5,Loyal Customers
15905,Judith Parker,4805,1,29,5,2,5,At Risk
15927,Sergio Mehta,4507,1,29,1,2,5,Loyal Customers
15936,Gabriel Butler,4613,1,29,3,2,5,Loyal Customers
15983,Jose Mu??oz,4628,1,29,3,2,5,Loyal Customers
16034,Ernest Harrison,4697,1,29,4,2,5,At Risk
16058,Brooke Morris,4469,1,29,1,2,5,Loyal Customers
16192,David Brown,4460,1,29,1,2,5,Loyal Customers
16218,Julia Walker,4695,1,29,4,2,5,At Risk
16238,Jasmine Ramirez,4725,1,29,4,2,5,At Risk
16242,Oscar Butler,4692,1,29,4,2,5,At Risk
16247,Aaron Hall,4710,1,29,4,2,5,At Risk
16250,Emma Cox,4790,1,29,5,2,5,At Risk
16279,Brian Cook,4528,1,29,2,2,5,Loyal Customers
16291,Marcus Evans,4637,1,29,3,2,5,Loyal Customers
16304,Arturo Yang,4641,1,29,3,2,5,Loyal Customers
16307,Tony Black,4616,1,29,3,2,5,Loyal Customers
16322,Dylan Zhang,4790,1,29,5,2,5,At Risk
16334,Kathryn Luo,4545,1,29,2,2,5,Loyal Customers
16390,Lucas Henderson,4779,1,29,5,2,5,At Risk
16623,Lucas Wilson,4599,1,29,3,2,5,Loyal Customers
16625,Connor Russell,4812,1,29,5,2,5,At Risk
16924,Douglas Arun,4548,1,29,2,2,5,Loyal Customers
16943,Marvin Diaz,4814,1,29,5,2,5,At Risk
16962,Alejandro Zheng,4762,1,29,5,2,5,At Risk
16979,Barbara Luo,4809,1,29,5,2,5,At Risk
16981,Crystal Hu,4708,1,29,4,2,5,At Risk
17016,Christian Chen,4697,1,29,4,2,5,At Risk
17189,Kayla Price,4506,1,29,1,2,5,Loyal Customers
17257,Colin Beck,4697,1,29,4,2,5,At Risk
17306,Patricia Lopez,4563,1,29,2,2,5,Loyal Customers
17323,Willie Chen,4750,1,29,5,2,5,At Risk
17410,Bonnie Rai,4808,1,29,5,2,5,At Risk
17433,Bruce Carlson,4542,1,29,2,2,5,Loyal Customers
17572,Anna Torres,4490,1,29,1,2,5,Loyal Customers
17688,Javier Gutierrez,4654,1,29,3,2,5,Loyal Customers
17717,Darren Garcia,4612,1,29,3,2,5,Loyal Customers
17718,Calvin Anand,4724,1,29,4,2,5,At Risk
17761,Lucas Hall,4503,1,29,1,2,5,Loyal Customers
17861,Ian Anderson,4709,1,29,4,2,5,At Risk
17862,Alexandra Walker,4556,1,29,2,2,5,Loyal Customers
17865,Natalie Murphy,4576,1,29,2,2,5,Loyal Customers
17869,Jason Chen,4486,1,29,1,2,5,Loyal Customers
17901,Jasmine Price,4695,1,29,4,2,5,At Risk
17923,Brent Ye,4611,1,29,3,2,5,Loyal Customers
17934,Colleen Rai,4549,1,29,2,2,5,Loyal Customers
17985,Katherine Cox,4640,1,29,3,2,5,Loyal Customers
17999,Kristina Rodriguez,4793,1,29,5,2,5,At Risk
18010,Stanley Arun,4649,1,29,3,2,5,Loyal Customers
18030,Marcus Bennett,4518,1,29,1,2,5,Loyal Customers
18036,Elijah Scott,4494,1,29,1,2,5,Loyal Customers
18128,Bryan Murphy,4761,1,29,5,2,5,At Risk
18178,Frank Martin,4726,1,29,4,2,5,At Risk
18206,David Long,4512,1,29,1,2,5,Loyal Customers
18235,Kevin Lopez,4654,1,29,3,2,5,Loyal Customers
18431,Donna Goel,4608,1,29,3,2,5,Loyal Customers
18437,Adriana Raman,4724,1,29,4,2,5,At Risk
2343,Brandon Jackson,4533,1,32,2,2,5,Loyal Customers
2699,Catherine Sanchez,4793,1,32,5,2,5,At Risk
3041,Stephanie Morris,4681,1,32,4,2,5,At Risk
3328,Kyle Butler,4522,1,32,1,2,5,Loyal Customers
3394,Jos?® Perez,4572,1,32,2,2,5,Loyal Customers
3455,Kayla Anderson,4752,1,32,5,2,5,At Risk
3863,Spencer Jenkins,4605,1,32,3,2,5,Loyal Customers
3864,Dana Carlson,4770,1,32,5,2,5,At Risk
3990,Shawna She,4671,1,32,4,2,5,At Risk
4447,Levi Madan,4709,1,32,4,2,5,At Risk
4451,Marshall Black,4784,1,32,5,2,5,At Risk
5293,Carly Lal,4760,1,32,5,2,5,At Risk
5397,Keith Rai,4750,1,32,5,2,5,At Risk
5400,Arturo Xu,4769,1,32,5,2,5,At Risk
6092,Tammy Patel,4491,1,32,1,2,5,Loyal Customers
6103,Andres Goel,4773,1,32,5,2,5,At Risk
6216,Juan Bell,4593,1,32,3,2,5,Loyal Customers
6705,Nelson Moreno,4750,1,32,5,2,5,At Risk
6708,Mindy Deng,4640,1,32,3,2,5,Loyal Customers
6719,Lindsay Jai,4644,1,32,3,2,5,Loyal Customers
6746,Tanya Suarez,4683,1,32,4,2,5,At Risk
6749,Geoffrey Kapoor,4616,1,32,3,2,5,Loyal Customers
6759,Linda Gill,4637,1,32,3,2,5,Loyal Customers
6806,Carlos Young,4694,1,32,4,2,5,At Risk
6837,Jacquelyn Ramos,4613,1,32,3,2,5,Loyal Customers
6857,Roger Rai,4587,1,32,3,2,5,Loyal Customers
6883,Drew Deng,4814,1,32,5,2,5,At Risk
6904,Bethany Shen,4547,1,32,2,2,5,Loyal Customers
6968,Cassandra Gonzalez,4482,1,32,1,2,5,Loyal Customers
7042,Sheena Xie,4646,1,32,3,2,5,Loyal Customers
7045,Kendra Carlson,4594,1,32,3,2,5,Loyal Customers
7145,Katie Chapman,4510,1,32,1,2,5,Loyal Customers
7147,Eugene Wang,4548,1,32,2,2,5,Loyal Customers
7619,Mitchell Rai,4458,1,32,1,2,5,Loyal Customers
7633,Russell Tang,4793,1,32,5,2,5,At Risk
8065,Veronica Madan,4760,1,32,5,2,5,At Risk
8079,Misty She,4763,1,32,5,2,5,At Risk
8082,Leslie Rubio,4534,1,32,2,2,5,Loyal Customers
8369,Lindsay Anand,4526,1,32,2,2,5,Loyal Customers
8372,Roy Mehta,4540,1,32,2,2,5,Loyal Customers
8385,Gilbert Rai,4489,1,32,1,2,5,Loyal Customers
8554,Karen Wang,4679,1,32,4,2,5,At Risk
8591,Martin Subram,4784,1,32,5,2,5,At Risk
8908,Bruce Diaz,4567,1,32,2,2,5,Loyal Customers
9044,Brent Zheng,4485,1,32,1,2,5,Loyal Customers
9144,Jimmy Suarez,4635,1,32,3,2,5,Loyal Customers
9169,Jessie Serrano,4479,1,32,1,2,5,Loyal Customers
9177,Antonio Alexander,4570,1,32,2,2,5,Loyal Customers
9231,Gary Munoz,4680,1,32,4,2,5,At Risk
9235,Gerald Mehta,4790,1,32,5,2,5,At Risk
9266,Clarence Guo,4772,1,32,5,2,5,At Risk
9355,Austin Williams,4697,1,32,4,2,5,At Risk
9534,Luis Perry,4628,1,32,3,2,5,Loyal Customers
9586,Emily Lee,4605,1,32,3,2,5,Loyal Customers
9597,Janet Ramos,4756,1,32,5,2,5,At Risk
9600,Kyle Wang,4619,1,32,3,2,5,Loyal Customers
9800,Peter Raje,4476,1,32,1,2,5,Loyal Customers
9810,Benjamin Anderson,4605,1,32,3,2,5,Loyal Customers
9907,Briana Ruiz,4504,1,32,1,2,5,Loyal Customers
9908,Terrence Shan,4619,1,32,3,2,5,Loyal Customers
9951,Albert Suarez,4718,1,32,4,2,5,At Risk
10050,James Sharma,4647,1,32,3,2,5,Loyal Customers
10102,Meagan Perez,4580,1,32,2,2,5,Loyal Customers
10182,Summer Sullivan,4587,1,32,3,2,5,Loyal Customers
10183,Lori Navarro,4505,1,32,1,2,5,Loyal Customers
10188,Darrell Luo,4662,1,32,4,2,5,At Risk
10256,Martha Lu,4777,1,32,5,2,5,At Risk
10391,Grant Becker,4502,1,32,1,2,5,Loyal Customers
10472,Marcus Carter,4750,1,32,5,2,5,At Risk
10512,Richard Sanders,4647,1,32,3,2,5,Loyal Customers
10521,Seth Baker,4540,1,32,2,2,5,Loyal Customers
10526,Victoria Howard,4797,1,32,5,2,5,At Risk
10820,Chloe Howard,4776,1,32,5,2,5,At Risk
10971,Jada Rivera,4525,1,32,2,2,5,Loyal Customers
10972,Warren Shan,4651,1,32,3,2,5,Loyal Customers
11091,Alexandra Miller,4804,1,32,5,2,5,At Risk
11102,Carol White,4565,1,32,2,2,5,Loyal Customers
11158,Maria Richardson,4563,1,32,2,2,5,Loyal Customers
11160,David Davis,4499,1,32,1,2,5,Loyal Customers
11184,Benjamin Jones,4554,1,32,2,2,5,Loyal Customers
11188,Hannah Russell,4478,1,32,1,2,5,Loyal Customers
11240,Jesse Cook,4662,1,32,4,2,5,At Risk
11241,Miguel Powell,4689,1,32,4,2,5,At Risk
11281,Luis Scott,4707,1,32,4,2,5,At Risk
11366,Sebastian Richardson,4806,1,32,5,2,5,At Risk
11748,Brianna Martinez,4739,1,32,5,2,5,At Risk
11753,Daniel Brown,4706,1,32,4,2,5,At Risk
11813,Destiny Washington,4618,1,32,3,2,5,Loyal Customers
11895,Danielle Ramirez,4778,1,32,5,2,5,At Risk
11903,Pedro Madan,4580,1,32,2,2,5,Loyal Customers
11969,Logan Perez,4699,1,32,4,2,5,At Risk
12004,Ashley Robinson,4732,1,32,4,2,5,At Risk
12006,Luke Sharma,4734,1,32,4,2,5,At Risk
12024,Naomi Vazquez,4760,1,32,5,2,5,At Risk
12038,Lucas Wood,4458,1,32,1,2,5,Loyal Customers
12072,Haley Gonzales,4685,1,32,4,2,5,At Risk
12089,Wesley Hu,4805,1,32,5,2,5,At Risk
12109,Savannah Wright,4618,1,32,3,2,5,Loyal Customers
12131,Lauren Russell,4797,1,32,5,2,5,At Risk
12150,Brandi Rubio,4602,1,32,3,2,5,Loyal Customers
12193,Emily Garcia,4596,1,32,3,2,5,Loyal Customers
12194,Alexis Flores,4668,1,32,4,2,5,At Risk
12203,Terrance Chandra,4536,1,32,2,2,5,Loyal Customers
12247,Renee Gill,4616,1,32,3,2,5,Loyal Customers
12331,Julian Washington,4678,1,32,4,2,5,At Risk
12336,James Robinson,4552,1,32,2,2,5,Loyal Customers
12337,Jocelyn Bryant,4773,1,32,5,2,5,At Risk
12362,Chloe Lopez,4463,1,32,1,2,5,Loyal Customers
12365,Natalie Young,4747,1,32,5,2,5,At Risk
12449,Abigail Peterson,4524,1,32,2,2,5,Loyal Customers
12453,Eduardo Watson,4809,1,32,5,2,5,At Risk
12473,Alyssa Rodriguez,4777,1,32,5,2,5,At Risk
12484,David Jai,4670,1,32,4,2,5,At Risk
12503,Logan Lopez,4801,1,32,5,2,5,At Risk
12505,George Rana,4696,1,32,4,2,5,At Risk
12599,Linda Ramos,4591,1,32,3,2,5,Loyal Customers
12616,Kendra Suarez,4570,1,32,2,2,5,Loyal Customers
12723,Andrea Perez,4766,1,32,5,2,5,At Risk
12811,Sarah Lee,4702,1,32,4,2,5,At Risk
12826,Katherine Coleman,4554,1,32,2,2,5,Loyal Customers
12827,Dalton Ross,4743,1,32,5,2,5,At Risk
12891,Haley Cox,4607,1,32,3,2,5,Loyal Customers
13224,Abigail Alexander,4748,1,32,5,2,5,At Risk
13534,Blake Long,4480,1,32,1,2,5,Loyal Customers
13926,Erick Perez,4495,1,32,1,2,5,Loyal Customers
14206,John Jones,4540,1,32,2,2,5,Loyal Customers
14260,Ethan Thomas,4741,1,32,5,2,5,At Risk
14351,Alberto Alonso,4589,1,32,3,2,5,Loyal Customers
14361,Mason James,4558,1,32,2,2,5,Loyal Customers
14859,Mariah Gonzales,4452,1,32,1,2,5,Loyal Customers
14881,Jackson Kumar,4578,1,32,2,2,5,Loyal Customers
14966,Andrea Roberts,4710,1,32,4,2,5,At Risk
15001,Connor Lopez,4692,1,32,4,2,5,At Risk
15104,Jack Yang,4472,1,32,1,2,5,Loyal Customers
15109,Dylan Thompson,4474,1,32,1,2,5,Loyal Customers
15118,Samuel Wright,4701,1,32,4,2,5,At Risk
15182,Lucas Ross,4743,1,32,5,2,5,At Risk
15334,Alexandria Alexander,4718,1,32,4,2,5,At Risk
15459,Ryan Moore,4686,1,32,4,2,5,At Risk
15468,Nicole Brooks,4509,1,32,1,2,5,Loyal Customers
15480,Katherine Cook,4564,1,32,2,2,5,Loyal Customers
15517,Jill Perry,4650,1,32,3,2,5,Loyal Customers
15519,Marcus Lee,4560,1,32,2,2,5,Loyal Customers
15681,Melissa Powell,4724,1,32,4,2,5,At Risk
3887,Sydney Powell,4760,1,540,5,2,3,At Risk
5022,Shelby Sanchez,4666,1,540,4,2,3,At Risk
5129,Destiny Ward,4497,1,540,1,2,3,Loyal Customers
6126,Paige Rogers,4563,1,540,2,2,3,Loyal Customers
6519,Wendy Gill,4668,1,540,4,2,3,At Risk
6558,Matthew Davis,4669,1,540,4,2,3,At Risk
6671,Gabrielle Alexander,4688,1,540,4,2,3,At Risk
6673,Thomas Coleman,4680,1,540,4,2,3,At Risk
7472,Paige Stewart,4645,1,540,3,2,3,Loyal Customers
8164,Riley Bailey,4700,1,540,4,2,3,At Risk
8204,Darren Navarro,4583,1,540,2,2,3,Loyal Customers
8205,Sydney Evans,4556,1,540,2,2,3,Loyal Customers
8659,Dylan Russell,4677,1,540,4,2,3,At Risk
8698,Isabella Wood,4667,1,540,4,2,3,At Risk
8770,Andrea Peterson,4556,1,540,2,2,3,Loyal Customers
8814,Rebecca Perez,4608,1,540,3,2,3,Loyal Customers
8890,Catherine Sanders,4547,1,540,2,2,3,Loyal Customers
8995,Madeline King,4539,1,540,2,2,3,Loyal Customers
9012,Eduardo Sanders,4487,1,540,1,2,3,Loyal Customers
9014,Jocelyn Hughes,4487,1,540,1,2,3,Loyal Customers
9754,Taylor Kelly,4489,1,540,1,2,3,Loyal Customers
10023,Bianca Huang,4794,1,540,5,2,3,At Risk
10031,Lindsay Xu,4803,1,540,5,2,3,At Risk
10073,Dominic Sanchez,4771,1,540,5,2,3,At Risk
10387,Abigail Wood,4484,1,540,1,2,3,Loyal Customers
10440,Thomas Clark,4838,1,540,5,2,3,At Risk
10748,Derrick Munoz,4785,1,540,5,2,3,At Risk
10767,Jesse Baker,4775,1,540,5,2,3,At Risk
10831,Briana Alonso,4683,1,540,4,2,3,At Risk
11043,Abigail Bryant,4767,1,540,5,2,3,At Risk
11067,Paula Munoz,4753,1,540,5,2,3,At Risk
11068,Julia Jackson,4728,1,540,4,2,3,At Risk
11095,Jared Watson,4716,1,540,4,2,3,At Risk
11250,Kevin Chen,4666,1,540,4,2,3,At Risk
11258,Carrie Romero,4687,1,540,4,2,3,At Risk
11263,Marcus Collins,4822,1,540,5,2,3,At Risk
11282,Alexia Diaz,4798,1,540,5,2,3,At Risk
11288,Megan Griffin,4795,1,540,5,2,3,At Risk
11302,Abigail Rodriguez,4807,1,540,5,2,3,At Risk
11399,Sheila Moreno,4818,1,540,5,2,3,At Risk
11460,Johnny Xu,4824,1,540,5,2,3,At Risk
11473,Bridget Sharma,4656,1,540,3,2,3,Loyal Customers
11523,Benjamin Hayes,4744,1,540,5,2,3,At Risk
11616,Misty Xu,4674,1,540,4,2,3,At Risk
11771,Chloe Morgan,4643,1,540,3,2,3,Loyal Customers
11863,Derrick Navarro,4635,1,540,3,2,3,Loyal Customers
11873,Sara Bailey,4645,1,540,3,2,3,Loyal Customers
11874,Robert Williams,4642,1,540,3,2,3,Loyal Customers
11889,Abigail Long,4728,1,540,4,2,3,At Risk
11899,Melanie Washington,4722,1,540,4,2,3,At Risk
11901,Hunter Li,4708,1,540,4,2,3,At Risk
11973,Bailey James,4696,1,540,4,2,3,At Risk
11995,Chloe Allen,4606,1,540,3,2,3,Loyal Customers
12035,Melanie Cooper,4611,1,540,3,2,3,Loyal Customers
12074,Christian Griffin,4616,1,540,3,2,3,Loyal Customers
12111,Mackenzie Gonzalez,4698,1,540,4,2,3,At Risk
12149,Nathan Ross,4675,1,540,4,2,3,At Risk
12168,Hailey Jenkins,4579,1,540,2,2,3,Loyal Customers
12169,Mya Hayes,4599,1,540,3,2,3,Loyal Customers
12177,Jesse Ward,4664,1,540,4,2,3,At Risk
12179,Dalton Morris,4672,1,540,4,2,3,At Risk
12180,Jordan Phillips,4694,1,540,4,2,3,At Risk
12240,Curtis Wu,4649,1,540,3,2,3,Loyal Customers
12258,Charles Stewart,4650,1,540,3,2,3,Loyal Customers
12265,Warren Hu,4642,1,540,3,2,3,Loyal Customers
12353,Kevin Mitchell,4615,1,540,3,2,3,Loyal Customers
12360,Dalton Alexander,4562,1,540,2,2,3,Loyal Customers
12366,Vanessa Flores,4595,1,540,3,2,3,Loyal Customers
12391,Dakota Flores,4596,1,540,3,2,3,Loyal Customers
12395,Anna Bell,4593,1,540,3,2,3,Loyal Customers
12481,Sydney Coleman,4520,1,540,1,2,3,Loyal Customers
12485,Jenna Allen,4530,1,540,2,2,3,Loyal Customers
12500,Spencer Washington,4520,1,540,1,2,3,Loyal Customers
12507,Jesse Campbell,4535,1,540,2,2,3,Loyal Customers
12516,Zachary Walker,4581,1,540,2,2,3,Loyal Customers
12681,Anna Powell,4548,1,540,2,2,3,Loyal Customers
12707,Mackenzie Cooper,4540,1,540,2,2,3,Loyal Customers
12716,Isabel Flores,4523,1,540,1,2,3,Loyal Customers
12747,Lane Sacksteder,4571,1,540,2,2,3,Loyal Customers
12839,Ariana Ready,4520,1,540,1,2,3,Loyal Customers
12841,Mason Ward,4518,1,540,1,2,3,Loyal Customers
12851,Anna Hall,4528,1,540,2,2,3,Loyal Customers
12852,Mariah Rogers,4538,1,540,2,2,3,Loyal Customers
12875,Abigail Cook,4541,1,540,2,2,3,Loyal Customers
12886,Angela Morris,4488,1,540,1,2,3,Loyal Customers
12896,Nicole Powell,4503,1,540,1,2,3,Loyal Customers
12901,Rafael Yang,4610,1,540,3,2,3,Loyal Customers
12904,Harold Subram,4626,1,540,3,2,3,Loyal Customers
13038,Ramon Guo,4483,1,540,1,2,3,Loyal Customers
13122,Valerie Liu,4551,1,540,2,2,3,Loyal Customers
13156,Tracy Raje,4548,1,540,2,2,3,Loyal Customers
13192,Marshall He,4561,1,540,2,2,3,Loyal Customers
13225,Nicole Perry,4497,1,540,1,2,3,Loyal Customers
13292,Eduardo Garcia,4501,1,540,1,2,3,Loyal Customers
13388,Elijah Mitchell,4485,1,540,1,2,3,Loyal Customers
13718,Damien Anand,4545,1,540,2,2,3,Loyal Customers
14509,Melissa Cook,4537,1,540,2,2,3,Loyal Customers
14576,Elijah Campbell,4507,1,540,1,2,3,Loyal Customers
14588,Isaiah Young,4486,1,540,1,2,3,Loyal Customers
14590,Lydia Perez,4491,1,540,1,2,3,Loyal Customers
14597,Cheryl Moreno,4493,1,540,1,2,3,Loyal Customers
14598,Alan She,4493,1,540,1,2,3,Loyal Customers
14609,Sandra Zeng,4822,1,540,5,2,3,At Risk
14617,J?®sus Rubio,4803,1,540,5,2,3,At Risk
14647,Randall Torres,4796,1,540,5,2,3,At Risk
14657,Brenda Sanchez,4737,1,540,4,2,3,At Risk
14728,Cheryl Torres,4765,1,540,5,2,3,At Risk
14740,Cory Rodriguez,4766,1,540,5,2,3,At Risk
14748,Marshall Xu,4771,1,540,5,2,3,At Risk
14749,Kayla Butler,4773,1,540,5,2,3,At Risk
15221,Jonathan Harris,4703,1,540,4,2,3,At Risk
15361,Max Blanco,4704,1,540,4,2,3,At Risk
15843,Felicia Alonso,4724,1,540,4,2,3,At Risk
15861,Olivia Miller,4689,1,540,4,2,3,At Risk
15869,Lydia Raman,4682,1,540,4,2,3,At Risk
16122,Teresa Rubio,4649,1,540,3,2,3,Loyal Customers
16131,Eric Parker,4545,1,540,2,2,3,Loyal Customers
16163,Phillip Madan,4529,1,540,2,2,3,Loyal Customers
16513,Joe Lopez,4661,1,540,4,2,3,At Risk
16515,Daisy Navarro,4641,1,540,3,2,3,Loyal Customers
16516,Keith Becker,4662,1,540,4,2,3,At Risk
16518,Jessie Xu,4633,1,540,3,2,3,Loyal Customers
16582,Phillip Kapoor,4622,1,540,3,2,3,Loyal Customers
16690,Seth Walker,4588,1,540,3,2,3,Loyal Customers
16694,Tyrone Alvarez,4591,1,540,3,2,3,Loyal Customers
16779,Tabitha Garcia,4631,1,540,3,2,3,Loyal Customers
16862,Karen He,4490,1,540,1,2,3,Loyal Customers
16897,Orlando Torres,4544,1,540,2,2,3,Loyal Customers
16907,Gilbert Chen,4550,1,540,2,2,3,Loyal Customers
16974,Randall Serrano,4516,1,540,1,2,3,Loyal Customers
16984,Ruben Saunders,4540,1,540,2,2,3,Loyal Customers
16986,Michele Shen,4523,1,540,1,2,3,Loyal Customers
17121,Pedro Alvarez,4504,1,540,1,2,3,Loyal Customers
17212,Randall Suarez,4743,1,540,5,2,3,At Risk
17317,Jaime Martin,4692,1,540,4,2,3,At Risk
17318,Ivan Weber,4688,1,540,4,2,3,At Risk
17321,Janet Navarro,4680,1,540,4,2,3,At Risk
17372,Mandy Liang,4560,1,540,2,2,3,Loyal Customers
17428,Yolanda Deng,4529,1,540,2,2,3,Loyal Customers
17693,Kristi Rowe,4500,1,540,1,2,3,Loyal Customers
18067,Ricky Suarez,4646,1,540,3,2,3,Loyal Customers
18068,Russell Chander,4625,1,540,3,2,3,Loyal Customers
18183,Wesley Xu,4602,1,540,3,2,3,Loyal Customers
18314,J?®sus Sanz,4533,1,540,2,2,3,Loyal Customers
134,Angela Griffin,4480,1,72,1,2,4,Loyal Customers
1455,Samuel Griffin,4746,1,72,5,2,4,At Risk
1529,Devin Wilson,4604,1,72,3,2,4,Loyal Customers
1745,Anna Moore,4603,1,72,3,2,4,Loyal Customers
1797,Jason Zhang,4750,1,72,5,2,4,At Risk
1819,Curtis She,4513,1,72,1,2,4,Loyal Customers
1852,Brandy Sai,4514,1,72,1,2,4,Loyal Customers
1891,Steven Thorpe,4474,1,72,1,2,4,Loyal Customers
1906,Alexandra Sanchez,4618,1,72,3,2,4,Loyal Customers
1910,Kelsey Shan,4553,1,72,2,2,4,Loyal Customers
1978,Destiny Johnson,4779,1,72,5,2,4,At Risk
2099,Miguel Russell,4716,1,72,4,2,4,At Risk
2167,Kyle Chen,4763,1,72,5,2,4,At Risk
2194,Kevin Evans,4657,1,72,4,2,4,At Risk
2196,Aaron Perry,4745,1,72,5,2,4,At Risk
2216,Colleen Sharma,4620,1,72,3,2,4,Loyal Customers
2228,Alexander Wilson,4740,1,72,5,2,4,At Risk
2296,Jasmine Jackson,4456,1,72,1,2,4,Loyal Customers
2306,Oscar Alexander,4720,1,72,4,2,4,At Risk
2307,Kaitlyn Cox,4494,1,72,1,2,4,Loyal Customers
2322,Arianna Barnes,4480,1,72,1,2,4,Loyal Customers
2335,Melanie Rivera,4632,1,72,3,2,4,Loyal Customers
2336,Alyssa Barnes,4510,1,72,1,2,4,Loyal Customers
2348,Rachel Hall,4688,1,72,4,2,4,At Risk
2364,Sydney Allen,4785,1,72,5,2,4,At Risk
2369,Kyle Henderson,4545,1,72,2,2,4,Loyal Customers
2372,Sydney Gonzales,4626,1,72,3,2,4,Loyal Customers
2374,Michelle Murphy,4754,1,72,5,2,4,At Risk
2376,Jason Kumar,4507,1,72,1,2,4,Loyal Customers
2382,Vanessa Jenkins,4639,1,72,3,2,4,Loyal Customers
2470,Bryce Bailey,4463,1,72,1,2,4,Loyal Customers
2609,Karla Kumar,4559,1,72,2,2,4,Loyal Customers
2740,Jason Coleman,4608,1,72,3,2,4,Loyal Customers
2749,Jos?® Martinez,4734,1,72,4,2,4,At Risk
2751,Raymond Sai,4685,1,72,4,2,4,At Risk
2859,Melanie Richardson,4622,1,72,3,2,4,Loyal Customers
2864,Kevin Long,4593,1,72,3,2,4,Loyal Customers
2881,Marshall Kumar,4656,1,72,3,2,4,Loyal Customers
2882,Jasmine Wood,4605,1,72,3,2,4,Loyal Customers
2915,Abigail Bell,4728,1,72,4,2,4,At Risk
3077,Justin Ross,4721,1,72,4,2,4,At Risk
3137,Louis She,4701,1,72,4,2,4,At Risk
3153,Luke Turner,4638,1,72,3,2,4,Loyal Customers
3167,Elizabeth Jenkins,4799,1,72,5,2,4,At Risk
3169,Edwin Guo,4454,1,72,1,2,4,Loyal Customers
3180,Claudia Xu,4465,1,72,1,2,4,Loyal Customers
3205,Chelsea Sara,4816,1,72,5,2,4,At Risk
3244,Gregory Winston,4748,1,72,5,2,4,At Risk
3247,Devin Garcia,4783,1,72,5,2,4,At Risk
3252,Alex Brooks,4534,1,72,2,2,4,Loyal Customers
3274,Angel Parker,4595,1,72,3,2,4,Loyal Customers
3340,Brandy Suri,4801,1,72,5,2,4,At Risk
3351,Emily Moore,4583,1,72,2,2,4,Loyal Customers
3377,Faith Torres,4633,1,72,3,2,4,Loyal Customers
3712,Deborah Xu,4758,1,72,5,2,4,At Risk
3873,Fernando Clark,4697,1,72,4,2,4,At Risk
4050,Frank Dominguez,4514,1,72,1,2,4,Loyal Customers
4070,Noah Lal,4782,1,72,5,2,4,At Risk
4821,Chase Ward,4811,1,72,5,2,4,At Risk
6211,Karl Deng,4467,1,72,1,2,4,Loyal Customers
7146,David So,4803,1,72,5,2,4,At Risk
8048,Sydney Walker,4749,1,72,5,2,4,At Risk
8694,Kayla Foster,4704,1,72,4,2,4,At Risk
8827,Clarence Zhao,4802,1,72,5,2,4,At Risk
9301,Xavier Garcia,4576,1,72,2,2,4,Loyal Customers
9331,Nathan Thomas,4479,1,72,1,2,4,Loyal Customers
9493,Madison Martin,4813,1,72,5,2,4,At Risk
9632,Gerald Dominguez,4664,1,72,4,2,4,At Risk
