customer_key,customer_name,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,Customer_Segment,Cluster,Segment_KMeans,PCA1,PCA2
9604,Henry Sullivan,4732,1,23,4,2,5,At Risk,0,Others,-0.9239048057444389,0.367480756403492
9608,Donna Raje,4495,1,23,1,2,5,Loyal Customers,0,Others,-0.6575259592840058,-1.126343624029468
9762,Jonathan Washington,4707,1,23,4,2,5,At Risk,0,Others,-0.8958057713076844,0.209904344965416
9775,Anthony Miller,4566,1,23,2,2,5,Loyal Customers,0,Others,-0.7373272170843888,-0.6788266155453324
9777,Haley Long,4706,1,23,4,2,5,At Risk,0,Others,-0.8946818099302142,0.20360128850789294
10046,Evelyn Prasad,4507,1,23,1,2,5,Loyal Customers,0,Others,-0.671013495813648,-1.0507069465391916
10078,Rachel James,4659,1,23,4,2,5,At Risk,0,Others,-0.8418556251891156,-0.09264236499568984
10079,Grace Gray,4544,1,23,2,2,5,Loyal Customers,0,Others,-0.7126000667800447,-0.8174938576108391
10114,Laura Cai,4477,1,23,1,2,5,Loyal Customers,0,Others,-0.6372946544895425,-1.2397986402648826
10246,Samantha Rodriguez,4671,1,23,4,2,5,At Risk,0,Others,-0.8553431617187578,-0.017005687505413376
10341,Adam Wang,4715,1,23,4,2,5,At Risk,0,Others,-0.9047974623274457,0.26032879662560027
10445,Blake Lopez,4699,1,23,4,2,5,At Risk,0,Others,-0.8868140802879229,0.15947989330523166
10501,Devin Long,4795,1,23,5,2,5,At Risk,0,Others,-0.9947143725250603,0.7645733132274435
10677,Valerie Guo,4482,1,23,1,2,5,Loyal Customers,0,Others,-0.6429144613768935,-1.2082833579772676
10719,Devin Roberts,4606,1,23,3,2,5,Loyal Customers,0,Others,-0.782285672183196,-0.42670435724441086
10772,Sheena Shen,4652,1,23,3,2,5,Loyal Customers,0,Others,-0.8339878955468243,-0.1367637601983511
11070,Bailey Reed,4634,1,23,3,2,5,Loyal Customers,0,Others,-0.8137565907523611,-0.2502187764337658
11414,Kristi Diaz,4487,1,23,1,2,5,Loyal Customers,0,Others,-0.6485342682642443,-1.1767680756896524
11421,Richard Moore,4695,1,23,4,2,5,At Risk,0,Others,-0.8823182347780422,0.13426766747513952
11436,Ross Navarro,4707,1,23,4,2,5,At Risk,0,Others,-0.8958057713076844,0.209904344965416
11486,Andy Suarez,4550,1,23,2,2,5,Loyal Customers,0,Others,-0.7193438350448658,-0.779675518865701
11500,Dawn Zhou,4605,1,23,3,2,5,Loyal Customers,0,Others,-0.7811617108057258,-0.4330074137019339
11514,Kenneth Anand,4730,1,23,4,2,5,At Risk,0,Others,-0.9216568829894985,0.3548746434884459
11530,Ross Raman,4623,1,23,3,2,5,Loyal Customers,0,Others,-0.801393015600189,-0.3195523974665192
11543,Teresa Alvarez,4547,1,23,2,2,5,Loyal Customers,0,Others,-0.7159719509124552,-0.7985846882382701
11568,Glenn Zhu,4684,1,23,4,2,5,At Risk,0,Others,-0.8699546596258702,0.0649340464423861
12278,Isaiah Torres,4809,1,23,5,2,5,At Risk,0,Others,-1.0104498318096429,0.8528161036327659
13268,J?®sus Hernandez,4669,1,23,4,2,5,At Risk,0,Others,-0.8530952389638174,-0.029611800420459473
13697,Tasha Xie,4600,1,23,3,2,5,Loyal Customers,0,Others,-0.7755419039183749,-0.4645226959895491
13839,Elijah Young,4582,1,23,2,2,5,Loyal Customers,0,Others,-0.7553105991239116,-0.5779777122249639
13843,Monique Alonso,4677,1,23,4,2,5,At Risk,0,Others,-0.8620869299835788,0.020812651239724804
13847,Naomi Navarro,4686,1,23,4,2,5,At Risk,0,Others,-0.8722025823808105,0.07754015935743219
13855,Emma Jenkins,4657,1,23,4,2,5,At Risk,0,Others,-0.8396077024341753,-0.10524847791073591
13873,Alisha Raje,4770,1,23,5,2,5,At Risk,0,Others,-0.9666153380883058,0.6069969017893674
13879,Sandra Wang,4705,1,23,4,2,5,At Risk,0,Others,-0.893557848552744,0.1972982320503699
13883,Meredith Srini,4774,1,23,5,2,5,At Risk,0,Others,-0.9711111835981865,0.6322091276194596
13885,Michele Fernandez,4571,1,23,2,2,5,Loyal Customers,0,Others,-0.7429470239717396,-0.6473113332577173
13894,Alvin Chande,4704,1,23,4,2,5,At Risk,0,Others,-0.8924338871752738,0.1909951755928469
14029,Brenda Gonzalez,4473,1,23,1,2,5,Loyal Customers,0,Others,-0.6327988089796618,-1.2650108660949748
14146,Clayton Yang,4672,1,23,4,2,5,At Risk,0,Others,-0.856467123096228,-0.010702631047890382
14211,Kathryn Xu,4685,1,23,4,2,5,At Risk,0,Others,-0.8710786210033403,0.07123710289990914
14221,Emily Anderson,4775,1,23,5,2,5,At Risk,0,Others,-0.9722351449756567,0.6385121840769826
14270,Tabitha Martin,4591,1,23,3,2,5,Loyal Customers,0,Others,-0.7654262515211432,-0.5212502041072564
14298,Devon Shan,4515,1,23,1,2,5,Loyal Customers,0,Others,-0.6800051868334094,-1.0002824948790074
14531,Gerald Lopez,4617,1,23,3,2,5,Loyal Customers,0,Others,-0.7946492473353679,-0.35737073621165744
14630,Micheal Serrano,4732,1,23,4,2,5,At Risk,0,Others,-0.9239048057444389,0.367480756403492
14668,Jaclyn Gao,4726,1,23,4,2,5,At Risk,0,Others,-0.9171610374796177,0.3296624176583537
14685,Jermaine Sanchez,4561,1,23,2,2,5,Loyal Customers,0,Others,-0.7317074101970378,-0.7103418978329477
14755,Calvin Sharma,4594,1,23,3,2,5,Loyal Customers,0,Others,-0.7687981356535538,-0.5023410347346874
14795,Kristin Tang,4537,1,23,2,2,5,Loyal Customers,0,Others,-0.7047323371377534,-0.8616152528135004
14807,Dwayne Dominguez,4601,1,23,3,2,5,Loyal Customers,0,Others,-0.776665865295845,-0.4582196395320261
15032,Katrina Kumar,4454,1,23,1,2,5,Loyal Customers,0,Others,-0.6114435428077284,-1.3847689387879125
15213,Summer Martinez,4566,1,23,2,2,5,Loyal Customers,0,Others,-0.7373272170843888,-0.6788266155453324
15272,Bailey Baker,4641,1,23,3,2,5,Loyal Customers,0,Others,-0.8216243203946523,-0.20609738123110455
15359,Mason Gonzalez,4709,1,23,4,2,5,At Risk,0,Others,-0.8980536940626247,0.2225104578804621
15371,Maria Bryant,4609,1,23,3,2,5,Loyal Customers,0,Others,-0.7856575563156065,-0.40779518787184177
15386,Javier Mu??oz,4515,1,23,1,2,5,Loyal Customers,0,Others,-0.6800051868334094,-1.0002824948790074
15432,Shaun Rai,4495,1,23,1,2,5,Loyal Customers,0,Others,-0.6575259592840058,-1.126343624029468
15481,Jacqueline Patterson,4800,1,23,5,2,5,At Risk,0,Others,-1.0003341794124112,0.7960885955150587
15566,Gabriel Mitchell,4479,1,23,1,2,5,Loyal Customers,0,Others,-0.6395425772444829,-1.2271925273498365
15852,Diane Alvarez,4558,1,23,2,2,5,Loyal Customers,0,Others,-0.7283355260646273,-0.7292510672055168
15873,Wyatt Hughes,4615,1,23,3,2,5,Loyal Customers,0,Others,-0.7924013245804276,-0.36997684912670353
15875,Jorge Zhang,4723,1,23,4,2,5,At Risk,0,Others,-0.9137891533472072,0.31075324828578454
15881,Heather Xu,4609,1,23,3,2,5,Loyal Customers,0,Others,-0.7856575563156065,-0.40779518787184177
15895,Lindsey Goel,4755,1,23,5,2,5,At Risk,0,Others,-0.9497559174262531,0.5124510549265219
15900,Rachael Vance,4790,1,23,5,2,5,At Risk,0,Others,-0.9890945656377095,0.7330580309398282
15970,Cedric Hu,4645,1,23,3,2,5,Loyal Customers,0,Others,-0.8261201659045331,-0.18088515540101238
15981,Marc Suarez,4481,1,23,1,2,5,Loyal Customers,0,Others,-0.6417904999994233,-1.2145864144347907
15991,Darren Patel,4738,1,23,4,2,5,At Risk,0,Others,-0.9306485740092599,0.40529909514863016
16026,Jasmine Rivera,4768,1,23,5,2,5,At Risk,0,Others,-0.9643674153333655,0.5943907888743213
16173,Jessie Navarro,4545,1,23,2,2,5,Loyal Customers,0,Others,-0.7137240281575149,-0.8111908011533161
16393,Felicia Romero,4452,1,23,1,2,5,Loyal Customers,0,Others,-0.6091956200527879,-1.3973750517029586
16411,Brianna Patterson,4705,1,23,4,2,5,At Risk,0,Others,-0.893557848552744,0.1972982320503699
16412,Mason Bendixen,4689,1,23,4,2,5,At Risk,0,Others,-0.875574466513221,0.09644932873000128
16427,Evan Stewart,4628,1,23,3,2,5,Loyal Customers,0,Others,-0.8070128224875399,-0.288037115178904
16444,Jessica Jackson,4727,1,23,4,2,5,At Risk,0,Others,-0.9182849988570879,0.33596547411587674
16464,Rachel Morgan,4774,1,23,5,2,5,At Risk,0,Others,-0.9711111835981865,0.6322091276194596
16478,Hunter Wright,4663,1,23,4,2,5,At Risk,0,Others,-0.8463514706989963,-0.0674301391655977
16480,Kaitlyn Sanders,4757,1,23,5,2,5,At Risk,0,Others,-0.9520038401811934,0.525057167841568
16527,Ramon Ma,4763,1,23,5,2,5,At Risk,0,Others,-0.9587476084460145,0.5628755065867062
16533,Kaitlyn Flores,4481,1,23,1,2,5,Loyal Customers,0,Others,-0.6417904999994233,-1.2145864144347907
16601,Destiny Sanchez,4554,1,23,2,2,5,Loyal Customers,0,Others,-0.7238396805547466,-0.754463293035609
16645,Alexandria Sanchez,4583,1,23,2,2,5,Loyal Customers,0,Others,-0.7564345605013818,-0.5716746557674408
16649,Chase Rogers,4651,1,23,3,2,5,Loyal Customers,0,Others,-0.8328639341693541,-0.14306681665587415
16651,Richard Griffin,4580,1,23,2,2,5,Loyal Customers,0,Others,-0.7530626763689713,-0.59058382514001
16662,Christopher Martinez,4789,1,23,5,2,5,At Risk,0,Others,-0.9879706042602392,0.7267549744823052
16683,Jennifer Kelly,4515,1,23,1,2,5,Loyal Customers,0,Others,-0.6800051868334094,-1.0002824948790074
16738,Brandon Taylor,4702,1,23,4,2,5,At Risk,0,Others,-0.8901859644203334,0.1783890626778008
16742,Gabrielle Foster,4458,1,23,1,2,5,Loyal Customers,0,Others,-0.6159393883176091,-1.3595567129578203
16749,Luis Patterson,4569,1,23,2,2,5,Loyal Customers,0,Others,-0.7406991012167993,-0.6599174461727633
16751,Carlos Phillips,4585,1,23,3,2,5,Loyal Customers,0,Others,-0.7586824832563221,-0.5590685428523947
16755,Marcus Gonzalez,4610,1,23,3,2,5,Loyal Customers,0,Others,-0.7867815176930767,-0.4014921314143187
16814,Roy Vance,4614,1,23,3,2,5,Loyal Customers,0,Others,-0.7912773632029574,-0.3762799055842265
16827,Nicolas Xu,4733,1,23,4,2,5,At Risk,0,Others,-0.9250287671219091,0.37378381286101503
16843,Evelyn Arun,4665,1,23,4,2,5,At Risk,0,Others,-0.8485993934539366,-0.05482402625055164
16848,Kristina Rana,4675,1,23,4,2,5,At Risk,0,Others,-0.8598390072286385,0.008206538324678764
16856,Lisa Ye,4538,1,23,2,2,5,Loyal Customers,0,Others,-0.7058562985152236,-0.8553121963559773
16889,Tina Rodriguez,4493,1,23,1,2,5,Loyal Customers,0,Others,-0.6552780365290655,-1.1389497369445143
17232,James Powell,4622,1,23,3,2,5,Loyal Customers,0,Others,-0.8002690542227189,-0.32585545392404225
17393,Luke Green,4809,1,23,5,2,5,At Risk,0,Others,-1.0104498318096429,0.8528161036327659
17409,Tasha Lal,4718,1,23,4,2,5,At Risk,0,Others,-0.9081693464598564,0.2792379659981694
17414,Dalton Martinez,4582,1,23,2,2,5,Loyal Customers,0,Others,-0.7553105991239116,-0.5779777122249639
17562,Carlos Kelly,4517,1,23,1,2,5,Loyal Customers,0,Others,-0.6822531095883498,-0.9876763819639612
17731,Nicole Robinson,4810,1,23,5,2,5,At Risk,0,Others,-1.0115737931871132,0.859119160090289
17747,Juan Ruiz,4746,1,23,5,2,5,At Risk,0,Others,-0.9396402650290214,0.45572354680881455
17749,Kelly Washington,4648,1,23,3,2,5,Loyal Customers,0,Others,-0.8294920500369436,-0.16197598602844326
17754,Kristine Carlson,4787,1,23,5,2,5,At Risk,0,Others,-0.9857226815052988,0.7141488615672591
17904,Kara Luo,4802,1,23,5,2,5,At Risk,0,Others,-1.0025821021673516,0.8086947084301046
17908,Blake Jenkins,4579,1,23,2,2,5,Loyal Customers,0,Others,-0.751938714991501,-0.5968868815975329
17914,Krista Diaz,4549,1,23,2,2,5,Loyal Customers,0,Others,-0.7182198736673956,-0.785978575323224
17919,Gina Blanco,4791,1,23,5,2,5,At Risk,0,Others,-0.9902185270151797,0.7393610873973513
18303,Carolyn Fernandez,4718,1,23,4,2,5,At Risk,0,Others,-0.9081693464598564,0.2792379659981694
18380,Craig Gill,4729,1,23,4,2,5,At Risk,0,Others,-0.9205329216120284,0.34857158703092284
18384,Kaitlin Vance,4600,1,23,3,2,5,Loyal Customers,0,Others,-0.7755419039183749,-0.4645226959895491
18385,Latasha Sanz,4679,1,23,4,2,5,At Risk,0,Others,-0.8643348527385192,0.0334187641547709
18394,Sheena Rai,4815,1,23,5,2,5,At Risk,0,Others,-1.017193600074464,0.8906344423779042
18426,Tommy Xie,4809,1,23,5,2,5,At Risk,0,Others,-1.0104498318096429,0.8528161036327659
18440,Laura Zhu,4658,1,23,4,2,5,At Risk,0,Others,-0.8407316638116454,-0.09894542145321289
18448,Lindsay Deng,4484,1,23,1,2,5,Loyal Customers,0,Others,-0.6451623841318338,-1.1956772450622215
18472,Dana Ortega,4458,1,23,1,2,5,Loyal Customers,0,Others,-0.6159393883176091,-1.3595567129578203
3406,Dylan Walker,4580,1,64,2,2,4,Loyal Customers,0,Others,-0.7400822637699894,-0.5835444244260742
3408,Thomas Bryant,4476,1,64,1,2,4,Loyal Customers,0,Others,-0.6231902805130906,-1.23906229600847
3470,Angela Bell,4754,1,64,5,2,4,At Risk,0,Others,-0.9356515434498011,0.5131873991829344
3501,Jasmine Ward,4464,1,64,1,2,4,Loyal Customers,0,Others,-0.6097027439834484,-1.3146989734987466
3624,Benjamin Li,4779,1,64,5,2,4,At Risk,0,Others,-0.9637505778865556,0.6707638106210104
3719,Gregory Raji,4779,1,64,5,2,4,At Risk,0,Others,-0.9637505778865556,0.6707638106210104
3744,Nathan Turner,4657,1,64,4,2,4,At Risk,0,Others,-0.8266272898351934,-0.09820907719680028
3813,Hunter Henderson,4695,1,64,4,2,4,At Risk,0,Others,-0.8693378221790603,0.14130706818907515
3816,Isabella Gonzales,4526,1,64,2,2,4,Loyal Customers,0,Others,-0.6793883493865996,-0.9239094731323183
3817,Katherine Lewis,4501,1,64,1,2,4,Loyal Customers,0,Others,-0.6512893149498451,-1.081485884570394
3818,Anna Washington,4606,1,64,3,2,4,Loyal Customers,0,Others,-0.7693052595842141,-0.4196649565304752
3918,Adrian Morgan,4655,1,64,3,2,4,Loyal Customers,0,Others,-0.8243793670802531,-0.11081519011184637
3963,Justin Jai,4456,1,64,1,2,4,Loyal Customers,0,Others,-0.6007110529636869,-1.3651234251589308
4249,Richard Harris,4531,1,64,2,2,4,Loyal Customers,0,Others,-0.6850081562739505,-0.8923941908447031
4273,Kyle Gonzales,4516,1,64,1,2,4,Loyal Customers,0,Others,-0.6681487356118978,-0.9869400377075487
4540,Raul Goel,4558,1,64,2,2,4,Loyal Customers,0,Others,-0.7153551134656454,-0.7222116664915811
4629,Brianna Sandberg,4554,1,64,2,2,4,Loyal Customers,0,Others,-0.7108592679557647,-0.7474238923216733
4774,Dylan Jenkins,4636,1,64,3,2,4,Loyal Customers,0,Others,-0.8030241009083195,-0.23057326280478407
4818,Chloe Alexander,4711,1,64,4,2,4,At Risk,0,Others,-0.8873212042185833,0.24215597150944382
5074,Miranda Bryant,4498,1,64,1,2,4,Loyal Customers,0,Others,-0.6479174308174345,-1.1003950539429632
5153,Katherine Evans,4551,1,64,2,2,4,Loyal Customers,0,Others,-0.7074873838233542,-0.7663330616942423
5259,Deanna Malhotra,4491,1,64,1,2,4,Loyal Customers,0,Others,-0.6400497011751433,-1.1445164491456246
5267,Alisha Yang,4658,1,64,4,2,4,At Risk,0,Others,-0.8277512512126636,-0.09190602073927726
5282,Gilbert Luo,4666,1,64,4,2,4,At Risk,0,Others,-0.8367429422324251,-0.04148156907909295
5284,Clayton Raji,4568,1,64,2,2,4,Loyal Customers,0,Others,-0.7265947272403472,-0.6591811019163507
5313,Bethany Beck,4518,1,64,1,2,4,Loyal Customers,0,Others,-0.6703966583668381,-0.9743339247925026
5337,Jonathan Wright,4570,1,64,2,2,4,Loyal Customers,0,Others,-0.7288426499952876,-0.6465749890013046
5386,James Perez,4688,1,64,4,2,4,At Risk,0,Others,-0.8614700925367691,0.09718567298641387
5396,Tara Pal,4786,1,64,5,2,4,At Risk,0,Others,-0.9716183075288469,0.7148852058236717
5469,Orlando Dominguez,4593,1,64,3,2,4,Loyal Customers,0,Others,-0.7546937616771018,-0.5016046904782747
5470,Michele Tang,4738,1,64,4,2,4,At Risk,0,Others,-0.9176681614102782,0.4123384958625658
5715,Dalton Nicholls,4628,1,64,3,2,4,Loyal Customers,0,Others,-0.7940324098885582,-0.2809977144649684
5747,Brianna Peterson,4785,1,64,5,2,4,At Risk,0,Others,-0.9704943461513768,0.7085821493661486
5782,Dylan Chen,4815,1,64,5,2,4,At Risk,0,Others,-1.004213187475482,0.8976738430918398
5864,Kaitlyn Clark,4780,1,64,5,2,4,At Risk,0,Others,-0.9648745392640258,0.6770668670785334
5919,Alexandria Cox,4463,1,64,1,2,4,Loyal Customers,0,Others,-0.6085787826059782,-1.3210020299562697
5937,Alice Serventi,4795,1,64,5,2,4,At Risk,0,Others,-0.9817339599260785,0.7716127139413791
5972,Alexia Bryant,4668,1,64,4,2,4,At Risk,0,Others,-0.8389908649873654,-0.02887545616404688
6350,Cassie Kennedy,4554,1,64,2,2,4,Loyal Customers,0,Others,-0.7108592679557647,-0.7474238923216733
6449,Zachary Hayes,4576,1,64,2,2,4,Loyal Customers,0,Others,-0.7355864182601087,-0.6087566502561663
6570,Mya Price,4787,1,64,5,2,4,At Risk,0,Others,-0.9727422689063171,0.7211882622811947
6936,Misty Jai,4671,1,64,4,2,4,At Risk,0,Others,-0.8423627491197759,-0.009966286791477734
6956,Ronnie Zhao,4526,1,64,2,2,4,Loyal Customers,0,Others,-0.6793883493865996,-0.9239094731323183
7004,Edwin Chande,4455,1,64,1,2,4,Loyal Customers,0,Others,-0.5995870915862167,-1.3714264816164539
7023,Victor Alvarez,4786,1,64,5,2,4,At Risk,0,Others,-0.9716183075288469,0.7148852058236717
7035,Ethan Robinson,4703,1,64,4,2,4,At Risk,0,Others,-0.8783295131988218,0.19173151984925949
7036,Karen Zhang,4484,1,64,1,2,4,Loyal Customers,0,Others,-0.632181971532852,-1.1886378443482857
7063,Dylan Anderson,4579,1,64,2,2,4,Loyal Customers,0,Others,-0.7389583023925193,-0.5898474808835973
7102,Bailey Turner,4522,1,64,1,2,4,Loyal Customers,0,Others,-0.674892503876719,-0.9491216989624104
7113,Sophia Gonzalez,4683,1,64,4,2,4,At Risk,0,Others,-0.8558502856494181,0.06567039069879874
7456,Alejandro Wu,4524,1,64,2,2,4,Loyal Customers,0,Others,-0.6771404266316593,-0.9365155860473644
7551,Julia Griffin,4504,1,64,1,2,4,Loyal Customers,0,Others,-0.6546611990822556,-1.0625767151978252
7912,Elijah McDonald,4518,1,64,1,2,4,Loyal Customers,0,Others,-0.6703966583668381,-0.9743339247925026
8177,Ebony Vazquez,4513,1,64,1,2,4,Loyal Customers,0,Others,-0.6647768514794873,-1.0058492070801177
8250,Chad Andersen,4603,1,64,3,2,4,Loyal Customers,0,Others,-0.7659333754518036,-0.43857412590304434
8280,Omar Xu,4597,1,64,3,2,4,Loyal Customers,0,Others,-0.7591896071869825,-0.4763924646481825
8335,Katherine Baker,4773,1,64,5,2,4,At Risk,0,Others,-0.9570068096217346,0.6329454718758721
8370,Clifford Suri,4754,1,64,5,2,4,At Risk,0,Others,-0.9356515434498011,0.5131873991829344
8431,Sharon Goel,4518,1,64,1,2,4,Loyal Customers,0,Others,-0.6703966583668381,-0.9743339247925026
8446,Emma Thompson,4544,1,64,2,2,4,Loyal Customers,0,Others,-0.6996196541810629,-0.8104544568969035
8467,Morgan Lopez,4704,1,64,4,2,4,At Risk,0,Others,-0.879453474576292,0.19803457630678253
8523,Christian Powell,4708,1,64,4,2,4,At Risk,0,Others,-0.8839493200861727,0.22324680213687467
8640,Victor Gill,4799,1,64,5,2,4,At Risk,0,Others,-0.9862298054359593,0.7968249397714713
8910,Geoffrey Chandra,4694,1,64,4,2,4,At Risk,0,Others,-0.8682138608015901,0.1350040117315521
8922,Cara Cai,4741,1,64,5,2,4,At Risk,0,Others,-0.9210400455426887,0.43124766523513497
8930,Dale Chander,4755,1,64,5,2,4,At Risk,0,Others,-0.9367755048272712,0.5194904556404575
9529,Mason Adams,4779,1,64,5,2,4,At Risk,0,Others,-0.9637505778865556,0.6707638106210104
9680,Dakota Jenkins,4760,1,64,5,2,4,At Risk,0,Others,-0.9423953117146222,0.5510057379280727
9726,Linda Romero,4495,1,64,1,2,4,Loyal Customers,0,Others,-0.644545546685024,-1.1193042233155324
9801,Connor Jenkins,4526,1,64,2,2,4,Loyal Customers,0,Others,-0.6793883493865996,-0.9239094731323183
9814,Michael Rothkugel,4466,1,64,1,2,4,Loyal Customers,0,Others,-0.6119506667383887,-1.3020928605837006
10214,Peter Black,4545,1,64,2,2,4,Loyal Customers,0,Others,-0.700743615558533,-0.8041514004393805
10760,Jennifer Moore,4494,1,64,1,2,4,Loyal Customers,0,Others,-0.6434215853075538,-1.1256072797730554
10816,Gabrielle Green,4749,1,64,5,2,4,At Risk,0,Others,-0.9300317365624502,0.48167211689531936
10830,Carolyn Rana,4559,1,64,2,2,4,Loyal Customers,0,Others,-0.7164790748431156,-0.715908610034058
11945,Jodi Lal,4717,1,64,4,2,4,At Risk,0,Others,-0.8940649724834043,0.279974310254582
11957,Randy Guo,4551,1,64,2,2,4,Loyal Customers,0,Others,-0.7074873838233542,-0.7663330616942423
12011,Seth Cook,4541,1,64,2,2,4,Loyal Customers,0,Others,-0.6962477700486523,-0.8293636262694727
12514,Erin Kelly,4482,1,64,1,2,4,Loyal Customers,0,Others,-0.6299340487779116,-1.2012439572633318
12560,Jocelyn Patterson,4813,1,64,5,2,4,At Risk,0,Others,-1.0019652647205417,0.8850677301767937
12642,Megan Morris,4686,1,64,4,2,4,At Risk,0,Others,-0.8592221697818287,0.08457956007136783
12880,Amber Gonzalez,4756,1,64,5,2,4,At Risk,0,Others,-0.9378994662047414,0.5257935120979805
13470,Roger Andersen,4797,1,64,5,2,4,At Risk,0,Others,-0.9839818826810189,0.7842188268564252
14125,Keith Xu,4698,1,64,4,2,4,At Risk,0,Others,-0.8727097063114708,0.16021623756164424
14851,Jared Sanchez,4699,1,64,4,2,4,At Risk,0,Others,-0.8738336676889411,0.1665192940191673
15086,Ian Powell,4676,1,64,4,2,4,At Risk,0,Others,-0.8479825560071269,0.021548995496137452
15683,Richard Diaz,4616,1,64,3,2,4,Loyal Customers,0,Others,-0.780544873358916,-0.3566343919552448
15700,Joan Coleman,4724,1,64,4,2,4,At Risk,0,Others,-0.9019327021256957,0.32409570545724325
16216,Samantha Hughes,4550,1,64,2,2,4,Loyal Customers,0,Others,-0.706363422445884,-0.7726361181517654
16596,Jamie Wu,4492,1,64,1,2,4,Loyal Customers,0,Others,-0.6411736625526134,-1.1382133926881015
16597,Edgar Raman,4734,1,64,4,2,4,At Risk,0,Others,-0.9131723159003974,0.38712627003247374
16709,Katie Goel,4601,1,64,3,2,4,Loyal Customers,0,Others,-0.7636854526968633,-0.45118023881809044
16971,Willie Andersen,4750,1,64,5,2,4,At Risk,0,Others,-0.9311556979399204,0.4879751733528424
17011,Justin Long,4621,1,64,3,2,4,Loyal Customers,0,Others,-0.7861646802462668,-0.32511910966762964
17029,Elijah Allen,4746,1,64,5,2,4,At Risk,0,Others,-0.9266598524300396,0.4627629475227502
17268,Jordan Young,4785,1,64,5,2,4,At Risk,0,Others,-0.9704943461513768,0.7085821493661486
17277,Christy Deng,4589,1,64,3,2,4,Loyal Customers,0,Others,-0.7501979161672211,-0.5268169163083669
17291,Ian Brooks,4712,1,64,4,2,4,At Risk,0,Others,-0.8884451655960535,0.24845902796696676
17610,Jose Harris,4555,1,64,2,2,4,Loyal Customers,0,Others,-0.7119832293332349,-0.7411208358641502
17683,Cassidy Perry,4768,1,64,5,2,4,At Risk,0,Others,-0.9513870027343836,0.6014301895882569
17797,Cameron Coleman,4752,1,64,5,2,4,At Risk,0,Others,-0.9334036206948607,0.5005812862678883
17807,Randall Hernandez,4764,1,64,5,2,4,At Risk,0,Others,-0.9468911572245029,0.5762179637581648
17812,Caleb Phillips,4621,1,64,3,2,4,Loyal Customers,0,Others,-0.7861646802462668,-0.32511910966762964
17864,Allison Bell,4474,1,64,1,2,4,Loyal Customers,0,Others,-0.6209423577581502,-1.2516684089235162
17868,Natalie Martinez,4666,1,64,4,2,4,At Risk,0,Others,-0.8367429422324251,-0.04148156907909295
17935,Ricardo Nara,4615,1,64,3,2,4,Loyal Customers,0,Others,-0.7794209119814458,-0.36293744841276787
17966,Trinity Morris,4535,1,64,2,2,4,Loyal Customers,0,Others,-0.6895040017838313,-0.8671819650146109
17971,Danielle Peterson,4535,1,64,2,2,4,Loyal Customers,0,Others,-0.6895040017838313,-0.8671819650146109
17973,Taylor Bennett,4607,1,64,3,2,4,Loyal Customers,0,Others,-0.7704292209616843,-0.4133619000729522
17979,Alexandria Watson,4653,1,64,3,2,4,Loyal Customers,0,Others,-0.8221314443253127,-0.12342130302689244
17984,Sean Lopez,4621,1,64,3,2,4,Loyal Customers,0,Others,-0.7861646802462668,-0.32511910966762964
17992,Timothy Ward,4756,1,64,5,2,4,At Risk,0,Others,-0.9378994662047414,0.5257935120979805
18015,Ryan Powell,4809,1,64,5,2,4,At Risk,0,Others,-0.9974694192106611,0.8598555043467015
18019,Drew Luo,4521,1,64,1,2,4,Loyal Customers,0,Others,-0.6737685424992487,-0.9554247554199334
18023,Sydney Diaz,4571,1,64,2,2,4,Loyal Customers,0,Others,-0.7299666113727578,-0.6402719325437816
18032,Brandon Chen,4530,1,64,2,2,4,Loyal Customers,0,Others,-0.6838841948964803,-0.8986972473022261
18078,Blake Henderson,4533,1,64,2,2,4,Loyal Customers,0,Others,-0.6872560790288909,-0.879788077929657
18079,Victoria Sanders,4614,1,64,3,2,4,Loyal Customers,0,Others,-0.7782969506039756,-0.3692405048702909
18216,Abigail Barnes,4470,1,64,1,2,4,Loyal Customers,0,Others,-0.6164465122482694,-1.2768806347536084
18218,Alexis Wilson,4734,1,64,4,2,4,At Risk,0,Others,-0.9131723159003974,0.38712627003247374
18228,Levi Patel,4528,1,64,2,2,4,Loyal Customers,0,Others,-0.68163627214154,-0.9113033602172722
18234,Caitlin Sanders,4548,1,64,2,2,4,Loyal Customers,0,Others,-0.7041154996909437,-0.7852422310668115
586,Kari Perez,4469,1,50,1,2,4,Loyal Customers,0,Others,-0.6197548868802076,-1.28558738901589
597,Roger Raje,4570,1,50,2,2,4,Loyal Customers,0,Others,-0.733274986004696,-0.6489786868060632
1258,Ross Ruiz,4505,1,50,1,2,4,Loyal Customers,0,Others,-0.6602174964691342,-1.0586773565450607
1259,Jamie Li,4570,1,50,2,2,4,Loyal Customers,0,Others,-0.733274986004696,-0.6489786868060632
1269,Edwin Shan,4738,1,50,4,2,4,At Risk,0,Others,-0.9221004974196866,0.4099347980578073
1274,Nelson Carlson,4631,1,50,3,2,4,Loyal Customers,0,Others,-0.8018366300303771,-0.2644922428971578
1279,Meredith Johnsen,4671,1,50,4,2,4,At Risk,0,Others,-0.8467950851291843,-0.01236998459623623
1323,Kari Mehta,4488,1,50,1,2,4,Loyal Customers,0,Others,-0.6411101530521411,-1.165829316322952
